Estado civil,Modo de inscrição,Ordem de prioridade de escolha,Curso,Turno,Qualificação anterior,Qualificação anterior (Nota),Nacionalidade,Qualificação da mãe,Qualificação do pai,Ocupação da mãe,Ocupação do pai,Nota de admissão,Deslocado,Necessidade de educação especial,Devedor,Pagamento em dia,Gênero,Bolsista,Idade na inscrição,Internacional,Unidades curriculares 1º semestre (creditadas),Unidades curriculares 1º semestre (inscritos),Unidades curriculares 1º semestre (avaliações),Unidades curriculares 1º semestre (aprovado),Unidades curriculares 1º semestre (nota),Unidades curriculares 1º semestre (sem avaliações),Unidades curriculares 2º semestre (creditadas),Unidades curriculares 2º semestre (inscritos),Unidades curriculares 2º semestre (avaliações),Unidades curriculares 2º semestre (aprovado),Unidades curriculares 2º semestre (nota),Unidades curriculares 2º semestre (sem avaliações),taxa de desemprego,Taxa de inflação,GDP,Target
Solteiro,2ª fase - Entrada geral,1,Equinicultura,Diurno,Ensino médio,117.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Pessoal Administrativo,Pessoal Administrativo,113.5,sim,Não,não,sim,Feminino,não,19,não,0,6,8,6,11.333333333333334,0,0,6,12,4,13.75,0,8.9,1.4,3.51,Desistente
Solteiro,1ª fase - Entrada geral,2,Gestão de Publicidade e Marketing,Diurno,Ensino médio,121.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",135.4,sim,Não,não,sim,Feminino,sim,19,não,0,6,6,6,13.333333333333334,0,0,6,10,5,13.4,0,8.9,1.4,3.51,Graduado
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",130.2,não,Não,não,sim,Feminino,sim,39,não,0,5,13,4,12.333333333333334,0,0,5,14,2,10.0,4,16.2,0.3,-0.92,Graduado
Solteiro,1ª fase - Entrada geral,2,Design de Comunicação,Diurno,Ensino médio,129.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Mestrado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,136.4,sim,Não,não,sim,Feminino,não,18,não,0,6,6,6,12.333333333333334,0,0,6,6,6,12.833333333333334,0,7.6,2.6,0.32,Matriculado
Solteiro,2ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,130.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,126.9,sim,Não,não,sim,Feminino,não,20,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Desistente
Solteiro,2ª fase - Entrada geral,5,administração,Diurno,Ensino médio,131.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 2º Ciclo,Técnicos e Profissões de Nível Intermediário,Profissões das Forças Armadas,119.8,sim,Não,não,sim,Feminino,não,19,não,0,5,8,5,12.6,0,0,5,9,4,11.6,0,8.9,1.4,3.51,Graduado
Solteiro,2ª fase - Entrada geral,3,administração,Diurno,Ensino médio,137.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",124.4,sim,Não,não,sim,Feminino,não,18,não,0,5,5,5,12.6,0,0,5,5,4,11.0,0,11.1,0.6,2.02,Matriculado
Casado,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,150.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,120.0,não,Não,sim,não,Feminino,não,34,não,1,6,10,6,14.333333333333334,0,0,6,9,6,12.833333333333334,0,11.1,0.6,2.02,Matriculado
Solteiro,1ª fase - Entrada geral,2,Gestão de Publicidade e Marketing,Diurno,Ensino médio,117.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,111.8,não,Não,não,sim,Feminino,não,22,não,0,5,8,3,12.0,0,0,5,9,2,11.0,1,7.6,2.6,0.32,Matriculado
Solteiro,Maiores de 23 anos,1,Medicina Veterinária,Diurno,Ensino médio,133.1,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",130.0,sim,Não,não,sim,Feminino,não,24,não,0,6,7,6,14.857142857142858,0,0,6,10,5,13.6,0,13.9,-0.3,0.79,Graduado
Casado,Mudança de curso,1,administração,Diurno,Ensino médio,130.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",Profissões das Forças Armadas,138.0,não,Não,não,sim,Feminino,não,34,não,12,15,17,12,11.916666666666666,0,11,13,13,11,13.181818181818182,0,7.6,2.6,0.32,Graduado
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,110.0,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,114.6,sim,Não,não,sim,Feminino,não,46,não,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Desistente
Casado,Maiores de 23 anos,2,administração,Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,108.0,não,Não,não,sim,Feminino,não,50,não,0,5,12,3,13.333333333333334,1,0,5,8,5,12.2,0,9.4,-0.8,-3.12,Matriculado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",140.0,não,Não,não,não,Feminino,não,37,não,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Desistente
Solteiro,1ª fase - Entrada geral,2,Medicina Veterinária,Diurno,Ensino médio,148.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,Pessoal Administrativo,Trabalhadores Não Qualificados,134.7,sim,Não,não,sim,Feminino,não,18,não,0,6,6,6,17.0,0,0,6,6,6,15.5,0,8.9,1.4,3.51,Graduado
Solteiro,Maiores de 23 anos,1,Medicina Veterinária,Diurno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",110.0,não,Não,não,sim,Feminino,sim,25,não,0,6,13,3,11.666666666666666,0,0,6,14,2,11.333333333333334,0,11.1,0.6,2.02,Matriculado
Casado,Maiores de 23 anos,1,Agronomia,Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",104.8,não,Não,não,sim,Feminino,não,46,não,14,19,24,19,12.210526315789474,0,11,13,13,13,11.384615384615383,0,15.5,2.8,-4.06,Graduado
Casado,Maiores de 23 anos,1,Design de Comunicação,Diurno,Ensino médio,160.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Especialistas em Atividades Intelectuais e Científicas,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",126.5,não,Não,não,sim,Feminino,sim,30,não,1,6,8,6,13.0,1,0,6,9,5,12.857142857142858,0,13.9,-0.3,0.79,Graduado
Divorciado,1ª fase - Entrada geral,1,administração (atendimento noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,118.1,não,Não,sim,não,Feminino,não,37,não,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Desistente
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,119.9,não,Não,não,sim,Feminino,não,50,não,0,5,9,2,10.5,0,0,5,7,3,11.0,0,12.7,3.7,-1.7,Matriculado
Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,160.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 2º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",160.0,sim,Não,não,sim,Feminino,não,20,não,0,6,7,6,13.571428571428571,0,0,6,9,6,12.714285714285714,0,12.4,0.5,1.79,Graduado
Casado,Maiores de 23 anos,2,odontologia,Diurno,11º ano de escolaridade,133.1,Portugal,Desconhecido,Desconhecido,(em branco),(em branco),100.5,não,Não,não,sim,Feminino,não,39,não,0,3,7,1,14.0,0,0,2,4,0,0.0,0,11.1,0.6,2.02,Desistente
Casado,Maiores de 23 anos,1,Jornalismo e Comunicação,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",110.0,não,Não,não,não,Feminino,não,53,não,0,5,5,0,0.0,0,0,4,5,0,0.0,0,15.5,2.8,-4.06,Desistente
Casado,Transferência,1,administração,Diurno,Ensino médio,100.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,100.0,sim,Não,não,sim,Feminino,não,54,não,13,15,20,13,12.461538461538462,1,10,13,13,10,11.1,1,15.5,2.8,-4.06,Desistente
Solteiro,Titulares de diploma de especialização tecnológica,1,Medicina Veterinária,Diurno,Curso de especialização tecnológica,140.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Pessoal Administrativo,Especialistas em Atividades Intelectuais e Científicas,140.0,sim,Não,não,sim,Feminino,não,19,não,0,6,8,4,14.4,0,0,6,6,5,13.0,0,13.9,-0.3,0.79,Graduado
Solteiro,3ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,109.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,109.0,sim,Não,não,não,Feminino,não,20,não,0,6,6,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,Desistente
Solteiro,1ª fase - Entrada geral,3,Jornalismo e Comunicação,Diurno,Ensino médio,130.0,Portugal,Ensino Secundário,Ensino básico 1º Ciclo,Pessoal Administrativo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",120.9,sim,Não,sim,sim,Feminino,não,18,não,0,6,6,6,14.333333333333334,0,0,6,6,6,14.166666666666666,0,8.9,1.4,3.51,Graduado
Solteiro,Titulares de diploma de licenciatura/tecnologo,1,Agronomia,Diurno,Curso técnico superior profissional,130.0,Portugal,Ensino Secundário,Ensino Secundário,Outro pessoal de apoio administrativo,Outro pessoal de apoio administrativo,125.8,não,Não,sim,sim,Feminino,não,21,não,7,13,21,11,11.909090909090908,0,5,11,14,11,10.727272727272728,0,8.9,1.4,3.51,Graduado
Solteiro,3ª fase - Entrada geral,3,Design de Comunicação,Diurno,Ensino médio,164.0,Portugal,Ensino Secundário,Ensino Secundário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Técnicos e Profissões de Nível Intermediário,161.2,sim,Não,não,sim,Feminino,não,18,não,1,6,8,6,13.714285714285714,1,0,6,8,6,14.375,0,13.9,-0.3,0.79,Graduado
Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,125.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,Profissões das Forças Armadas,122.0,sim,Não,sim,sim,Feminino,não,19,não,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Desistente
Solteiro,2ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,137.0,Portugal,Ensino Secundário,Ensino Secundário,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,127.9,sim,Não,não,sim,Feminino,sim,18,não,0,7,10,5,13.46,0,0,7,8,7,12.2375,0,11.1,0.6,2.02,Desistente
Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,133.0,Portugal,Ensino Secundário,Ensino Superior - Bacharelado,Técnicos e Profissões de Nível Intermediário,Técnicos e Profissões de Nível Intermediário,135.8,sim,Não,não,sim,Feminino,não,19,não,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,163.0,Portugal,Ensino Secundário,Ensino Secundário,Pessoal Administrativo,Técnicos e Profissões de Nível Intermediário,149.7,sim,Não,não,sim,Feminino,sim,18,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Desistente
Solteiro,1ª fase - Entrada geral,2,Gestão de Publicidade e Marketing,Diurno,Ensino médio,160.0,Portugal,Ensino Superior - Licenciatura,Ensino Secundário,Pessoal Administrativo,Pessoal Administrativo,137.3,sim,Não,não,sim,Feminino,não,19,não,0,6,7,5,13.4,0,0,6,6,5,12.8,0,12.7,3.7,-1.7,Graduado
Divorciado,Mudança de curso,1,Serviço Social (noturno),Noturno,11º ano de escolaridade,133.1,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,106.0,sim,Não,não,sim,Feminino,não,48,não,0,6,9,5,13.0,0,0,6,10,4,12.5,0,7.6,2.6,0.32,Matriculado
Divorciado,Mudança de curso,1,Serviço Social,Diurno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,110.0,não,Não,sim,sim,Feminino,não,34,não,0,6,13,4,11.25,0,0,6,8,4,13.75,0,13.9,-0.3,0.79,Graduado
Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,140.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,146.4,não,Não,não,sim,Feminino,não,18,não,0,5,5,5,12.6,0,0,5,7,5,11.6,0,7.6,2.6,0.32,Graduado
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,121.0,não,Não,não,sim,Feminino,não,50,não,0,6,8,6,12.666666666666666,0,0,6,6,6,11.833333333333334,0,10.8,1.4,1.74,Graduado
Solteiro,Mudança de curso,1,Educação básica (pedagogia),Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",125.2,não,Não,sim,sim,Feminino,não,41,não,20,21,23,21,12.333333333333334,0,19,19,19,19,12.105263157894736,0,12.4,0.5,1.79,Graduado
Solteiro,2ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,115.0,Portugal,Ensino Secundário,Ensino Secundário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",119.6,sim,Não,não,sim,Feminino,sim,22,não,0,6,11,5,12.0,0,0,6,11,5,11.0,0,7.6,2.6,0.32,Desistente
Divorciado,Maiores de 23 anos,1,administração,Diurno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,142.8,não,Não,não,sim,Feminino,não,43,não,0,5,5,5,16.4,0,0,5,5,5,16.6,0,7.6,2.6,0.32,Graduado
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino Superior - Bacharelado,Ensino Básico 3º Ciclo,Outra Situação,Outra Situação,123.5,não,Não,não,sim,Feminino,não,50,não,0,1,1,0,0.0,1,0,6,0,0,0.0,0,10.8,1.4,1.74,Desistente
Solteiro,Maiores de 23 anos,1,Agronomia,Diurno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,100.0,não,Não,não,sim,Feminino,não,60,não,0,6,10,6,12.75,0,0,6,6,4,14.75,0,13.9,-0.3,0.79,Graduado
Casado,Maiores de 23 anos,1,administração,Diurno,Ensino médio,110.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Profissões das Forças Armadas,140.0,não,Não,não,sim,Feminino,não,41,não,0,5,14,4,14.5,1,0,5,12,5,13.0,0,9.4,-0.8,-3.12,Matriculado
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,150.3,não,Não,não,sim,Feminino,não,47,não,0,5,5,5,14.8,0,0,5,5,5,14.4,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino superior — licenciatura,116.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,128.2,não,Não,não,sim,Feminino,não,22,não,12,17,22,17,10.36842105263158,0,14,17,18,17,11.5,0,11.1,0.6,2.02,Graduado
Casado,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino médio,110.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",114.3,não,Não,não,sim,Feminino,não,41,não,0,7,0,0,0.0,0,0,8,0,0,0.0,0,10.8,1.4,1.74,Desistente
Casado,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino médio,140.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",117.3,não,Não,não,sim,Feminino,não,28,não,6,10,15,6,10.666666666666666,0,5,10,17,9,11.333333333333334,1,7.6,2.6,0.32,Matriculado
União estável (mora junto),Transferência,1,Turismo,Diurno,Ensino superior – bacharelado,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Pessoal Administrativo,Trabalhadores Não Qualificados,120.0,não,Não,não,sim,Feminino,não,32,não,9,15,21,13,12.692307692307692,0,12,15,22,13,12.384615384615383,0,10.8,1.4,1.74,Graduado
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,11º ano de escolaridade,133.1,Portugal,Ensino básico 1º Ciclo,Desconhecido,Outra Situação,Outra Situação,110.7,sim,Não,não,sim,Feminino,não,50,não,0,5,0,0,0.0,0,0,5,0,0,0.0,0,7.6,2.6,0.32,Desistente
Solteiro,Mudança de instituição/curso,1,administração,Diurno,Ensino médio,160.0,Portugal,Ensino Secundário,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Profissões das Forças Armadas,118.0,não,Não,não,sim,Feminino,não,53,não,14,15,15,15,11.8,0,12,13,13,12,11.666666666666666,1,8.9,1.4,3.51,Matriculado
Solteiro,Maiores de 23 anos,1,odontologia,Diurno,Ensino médio,133.1,Espanhol,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,Pessoal Administrativo,Pessoal Administrativo,169.2,não,Não,sim,não,Feminino,não,54,sim,0,7,7,0,0.0,0,0,5,10,0,0.0,0,12.4,0.5,1.79,Desistente
Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",106.8,não,Não,não,sim,Feminino,não,49,não,0,6,9,5,12.333333333333334,0,0,6,12,4,11.5,0,13.9,-0.3,0.79,Matriculado
Casado,Transferência,1,Educação básica (pedagogia),Diurno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",100.0,não,Não,não,sim,Feminino,não,34,não,6,12,18,11,13.0,0,4,13,22,8,11.875,0,12.7,3.7,-1.7,Desistente
Divorciado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,133.1,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",144.5,não,Não,não,sim,Feminino,não,45,não,0,6,13,4,12.5,0,0,6,8,3,11.666666666666666,0,16.2,0.3,-0.92,Desistente
Divorciado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",134.5,não,Não,não,sim,Feminino,sim,47,não,0,6,8,5,12.2,0,0,6,10,4,11.25,0,12.4,0.5,1.79,Graduado
Solteiro,Mudança de curso,1,Serviço Social,Diurno,Ensino médio,122.0,Portugal,Ensino Básico 3º Ciclo,Ensino Básico 3º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",114.3,sim,Não,não,sim,Feminino,não,22,não,5,10,15,8,11.0,0,2,7,16,5,11.2,0,9.4,-0.8,-3.12,Matriculado
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,113.4,não,Não,não,sim,Feminino,não,33,não,0,5,14,1,10.0,0,0,5,13,2,12.0,0,12.4,0.5,1.79,Desistente
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,140.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,128.0,não,Não,não,sim,Feminino,sim,43,não,0,6,7,6,12.333333333333334,0,0,6,8,6,11.5,0,8.9,1.4,3.51,Graduado
Solteiro,Titulares de outros cursos superiores,1,Agronomia,Diurno,Ensino superior — licenciatura,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura","Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",120.0,não,Não,não,sim,Feminino,não,54,não,9,13,13,13,14.307692307692308,0,5,12,15,12,15.23076923076923,0,15.5,2.8,-4.06,Graduado
Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino superior – bacharelado,130.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",147.5,não,Não,não,sim,Feminino,não,39,não,7,11,13,11,14.454545454545457,0,6,8,8,8,13.5,0,12.7,3.7,-1.7,Graduado
Casado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,120.7,não,Não,não,sim,Feminino,não,39,não,0,5,6,5,11.0,0,0,5,5,5,13.2,0,7.6,2.6,0.32,Graduado
Solteiro,1ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,153.0,Portugal,Ensino Básico 3º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,153.7,não,Não,não,sim,Feminino,sim,18,não,0,6,8,6,13.142857142857142,0,0,6,6,6,12.833333333333334,0,15.5,2.8,-4.06,Graduado
Solteiro,2ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,131.0,Portugal,Ensino básico 1º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",121.9,não,Não,não,sim,Feminino,sim,19,não,0,6,8,6,13.75,0,0,6,7,6,11.857142857142858,0,16.2,0.3,-0.92,Graduado
Solteiro,2ª fase - Entrada geral,4,Gestão de Publicidade e Marketing,Diurno,Ensino médio,126.0,Portugal,Ensino Básico 2º Ciclo,Ensino Básico 3º Ciclo,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",119.4,sim,Não,não,sim,Feminino,sim,18,não,0,6,6,6,14.0,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduado
Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,11º ano de escolaridade,110.0,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,157.8,não,Não,não,sim,Feminino,não,44,não,5,8,13,8,13.75,0,2,6,9,6,12.5,0,7.6,2.6,0.32,Graduado
Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,150.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário,Técnicos e Profissões de Nível Intermediário,Trabalhadores Não Qualificados,154.0,não,Não,não,sim,Feminino,não,27,não,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Desistente
Solteiro,1ª fase - Entrada geral,2,Gestão de Publicidade e Marketing,Diurno,Ensino médio,131.0,Portugal,Ensino Secundário,Ensino Básico 3º Ciclo,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",135.9,sim,Não,não,sim,Feminino,sim,18,não,0,6,6,6,13.166666666666666,0,0,6,8,6,12.428571428571429,0,8.9,1.4,3.51,Graduado
Casado,Mudança de curso,1,Serviço Social (noturno),Noturno,Ensino médio,130.0,Portugal,Desconhecido,Desconhecido,Estudante,Estudante,130.0,não,Não,não,sim,Feminino,não,45,não,10,12,12,9,12.444444444444445,3,4,7,8,6,12.0,0,9.4,-0.8,-3.12,Desistente
Solteiro,2ª fase - Entrada geral,4,Educação básica (pedagogia),Diurno,Ensino médio,122.0,Portugal,Ensino Básico 2º Ciclo,Ensino básico 1º Ciclo,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,118.9,sim,Não,não,sim,Feminino,não,20,não,0,6,7,6,12.666666666666666,0,0,6,7,5,13.0,0,7.6,2.6,0.32,Graduado
