Unnamed: 0,Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
2750,Solteiro,Maiores de 23 anos,1,Engenharia de software,Diurno,Ensino médio,160.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",112.0,não,0,não,não,Masculino,não,25,não,0,5,8,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
2751,Solteiro,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,11º ano de escolaridade,170.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Técnicos e Profissões de Nível Intermediário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",110.0,não,0,não,sim,Masculino,sim,25,não,0,6,8,6,14.142857142857142,0,0,6,6,6,13.5,0,15.5,2.8,-4.06,Graduate
2752,Casado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,133.1,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,149.5,não,0,não,sim,Masculino,não,48,não,0,6,6,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,Dropout
2753,Solteiro,Mudança de curso,1,administração (atendimento noturno),Noturno,Ensino médio,120.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",141.0,não,0,não,sim,Masculino,sim,32,não,5,10,12,10,13.8,0,5,10,10,10,12.8,0,10.8,1.4,1.74,Graduate
2754,Solteiro,Titulares de outros cursos superiores,1,administração (atendimento noturno),Noturno,Ensino superior - licenciatura (1.º ciclo),130.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",130.0,não,0,não,sim,Masculino,não,38,não,10,10,10,10,13.6,0,5,10,10,5,13.6,0,8.9,1.4,3.51,Dropout
2755,Solteiro,Titulares de outros cursos superiores,1,Serviço Social,Diurno,Ensino superior - licenciatura (1.º ciclo),130.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",130.0,não,0,não,sim,Masculino,não,37,não,11,16,23,15,11.733333333333333,0,6,11,17,9,11.88888888888889,0,15.5,2.8,-4.06,Graduate
2756,Solteiro,Maiores de 23 anos,2,administração,Diurno,Ensino médio,120.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,104.0,não,0,não,não,Masculino,não,26,não,0,5,8,1,10.0,0,0,5,9,1,10.0,0,10.8,1.4,1.74,Dropout
2757,Solteiro,Titulares de diploma de especialização tecnológica,1,Medicina Veterinária,Diurno,Curso de especialização tecnológica,110.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Doutorado,Especialistas em Atividades Intelectuais e Científicas,Especialistas em Atividades Intelectuais e Científicas,110.0,não,0,não,sim,Masculino,não,23,não,0,6,19,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout
2758,Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,120.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Técnicos e Profissões de Nível Intermediário,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",120.0,não,0,não,sim,Masculino,não,23,não,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Enrolled
2759,Solteiro,Titulares de diploma de especialização tecnológica,1,Agronomia,Diurno,Curso de especialização tecnológica,130.0,Portugal,Ensino Superior - Licenciatura,Ensino Superior - Bacharelado,Trabalhadores Não Qualificados,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",130.0,não,0,não,sim,Masculino,não,20,não,0,6,12,4,10.8,0,0,6,13,4,12.0,0,12.4,0.5,1.79,Enrolled
2760,Solteiro,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino superior – mestrado,150.0,Portugal,Ensino Superior - Bacharelado,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Técnicos e Profissões de Nível Intermediário,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",127.0,sim,0,não,sim,Masculino,não,26,não,2,7,8,6,13.046666666666669,0,2,8,10,7,13.30625,0,11.1,0.6,2.02,Dropout
2761,Solteiro,Mudança de curso,1,Serviço Social (noturno),Noturno,Ensino médio,120.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",100.0,não,0,não,sim,Feminino,não,45,não,5,9,13,8,11.0,0,3,7,10,6,10.833333333333334,0,12.7,3.7,-1.7,Enrolled
2762,Solteiro,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino básico 3.º ciclo (9.º/10.º/11.º ano) ou equivalente,100.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",111.0,sim,0,não,sim,Feminino,sim,26,não,0,6,10,3,12.333333333333334,0,0,6,14,3,11.666666666666666,0,7.6,2.6,0.32,Enrolled
2763,Solteiro,Mudança de curso,1,Serviço Social (noturno),Noturno,Ensino superior — licenciatura,133.1,Portugal,12º Ano de Escolaridade - Não Concluído,12º Ano de Escolaridade - Não Concluído,Outra Situação,Outra Situação,130.0,não,0,não,sim,Feminino,não,26,não,8,11,16,10,11.8,0,3,7,7,7,13.285714285714286,0,7.6,2.6,0.32,Graduate
2764,Solteiro,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,130.1,não,0,não,sim,Feminino,não,25,não,0,5,8,3,11.0,0,0,5,8,3,11.25,0,10.8,1.4,1.74,Enrolled
2765,Solteiro,1ª fase - Entrada especial (Ilha da Madeira),4,Enfermagem,Diurno,Ensino médio,145.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Pessoal Administrativo,127.5,sim,0,não,sim,Feminino,não,18,não,0,8,8,8,13.11,0,0,8,8,8,13.11,0,9.4,-0.8,-3.12,Graduate
2766,Solteiro,Titulares de outros cursos superiores,1,Enfermagem,Diurno,Ensino superior — licenciatura,130.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",130.0,sim,0,não,sim,Feminino,não,27,não,0,8,8,7,14.414285714285716,0,0,8,8,7,14.414285714285716,0,12.7,3.7,-1.7,Graduate
2767,Separado legalmente,2ª fase - Entrada geral,3,Serviço Social (noturno),Noturno,Ensino médio,115.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Outra Situação,115.0,não,0,não,não,Feminino,não,24,não,0,5,5,0,0.0,0,0,5,10,0,0.0,0,10.8,1.4,1.74,Dropout
2768,Solteiro,2ª fase - Entrada geral,1,administração,Diurno,Ensino médio,124.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,"Agricultores e Trabalhadores Qualificados da Agricultura, Pesca e Silvicultura",Profissões das Forças Armadas,126.8,sim,0,não,sim,Feminino,não,20,não,0,5,8,5,12.333333333333334,0,0,5,7,5,12.2,0,15.5,2.8,-4.06,Graduate
2769,Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,124.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,116.7,sim,0,não,sim,Feminino,sim,18,não,0,7,9,0,0.0,0,0,7,8,1,10.0,0,15.5,2.8,-4.06,Dropout
2770,Solteiro,2ª fase - Entrada geral,6,odontologia,Diurno,Ensino médio,134.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",128.5,sim,0,não,sim,Feminino,sim,18,não,0,7,9,7,14.1,0,0,8,8,8,13.3125,0,12.7,3.7,-1.7,Graduate
2771,Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,137.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,127.5,sim,0,não,sim,Feminino,não,18,não,0,8,8,8,13.045,0,0,8,8,8,13.045,0,9.4,-0.8,-3.12,Graduate
2772,Solteiro,1ª fase - Entrada geral,1,Enfermagem,Diurno,Ensino médio,124.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Técnicos e Profissões de Nível Intermediário,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,117.5,sim,0,não,sim,Masculino,não,19,não,0,8,10,5,12.858,3,0,8,10,5,12.858,3,9.4,-0.8,-3.12,Enrolled
2773,Solteiro,Transferência,3,Enfermagem,Diurno,Ensino médio,136.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Pessoal Administrativo,Pessoal Administrativo,148.8,sim,0,não,sim,Feminino,sim,19,não,0,8,8,8,14.2525,0,0,8,8,8,14.2525,0,9.4,-0.8,-3.12,Graduate
2774,Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,126.0,Portugal,Outro - 11º Ano de Escolaridade,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Profissões das Forças Armadas,120.2,não,0,não,sim,Feminino,sim,19,não,0,7,9,5,14.06,0,0,7,9,7,11.242857142857142,0,12.4,0.5,1.79,Enrolled
2775,Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,142.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",127.3,sim,0,não,sim,Feminino,não,18,não,0,8,8,7,15.075714285714286,0,0,8,8,7,15.075714285714286,0,10.8,1.4,1.74,Graduate
2776,Solteiro,2ª fase - Entrada geral,2,Animação e Design Multimédia,Diurno,Ensino médio,141.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,136.1,sim,0,não,sim,Feminino,sim,18,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Enrolled
2777,Solteiro,Mudança de curso,2,Gestão de Publicidade e Marketing,Diurno,Ensino médio,129.0,Portugal,Ensino Superior - Bacharelado,Ensino Superior - Bacharelado,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",122.4,sim,0,não,sim,Feminino,não,19,não,0,5,5,4,13.75,0,0,6,9,5,12.6,0,12.7,3.7,-1.7,Enrolled
2778,Solteiro,Titulares de outros cursos superiores,0,Agronomia,Diurno,Ensino superior — licenciatura,130.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Pessoal Administrativo,Trabalhadores Não Qualificados,130.0,sim,0,não,sim,Feminino,não,23,não,10,17,28,17,13.15,2,8,12,22,12,13.214285714285714,0,15.5,2.8,-4.06,Graduate
2779,Solteiro,1ª fase - Entrada geral,2,Serviço Social,Diurno,Ensino médio,136.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",121.7,sim,0,não,sim,Feminino,sim,21,não,0,6,9,5,12.333333333333334,0,0,6,7,5,11.8,0,13.9,-0.3,0.79,Graduate
2780,Solteiro,1ª fase - Entrada geral,3,Enfermagem,Diurno,Ensino médio,137.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",122.7,sim,0,não,sim,Feminino,sim,18,não,0,7,8,7,13.778571428571428,0,0,8,10,8,13.122222222222222,0,16.2,0.3,-0.92,Graduate
2781,Solteiro,1ª fase - Entrada geral,1,Educação básica (pedagogia),Diurno,Ensino médio,125.0,Portugal,Desconhecido,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,129.2,sim,0,sim,não,Feminino,não,20,não,0,6,12,3,10.333333333333334,0,0,6,14,1,11.0,0,10.8,1.4,1.74,Dropout
2782,Solteiro,Mudança de curso,1,Jornalismo e Comunicação,Diurno,Ensino médio,119.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",105.0,sim,0,não,sim,Feminino,não,23,não,0,6,11,3,11.333333333333334,0,0,6,7,2,11.0,0,16.2,0.3,-0.92,Enrolled
2783,Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,132.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",129.9,sim,0,não,sim,Feminino,não,20,não,0,6,7,5,13.2,0,0,6,6,6,12.666666666666666,0,10.8,1.4,1.74,Enrolled
2784,Solteiro,1ª fase - Entrada geral,1,Design de Comunicação,Diurno,Ensino médio,152.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",136.3,não,0,não,sim,Feminino,sim,18,não,1,6,8,6,13.571428571428571,1,0,6,11,6,12.375,0,13.9,-0.3,0.79,Graduate
2785,Solteiro,1ª fase - Entrada geral,1,Serviço Social (noturno),Noturno,Ensino médio,125.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",114.9,não,0,não,sim,Feminino,não,29,não,8,11,14,11,12.75,0,3,7,7,7,13.428571428571429,0,9.4,-0.8,-3.12,Graduate
2786,Solteiro,Maiores de 23 anos,1,Jornalismo e Comunicação,Diurno,12º ano de escolaridade – não concluído,133.1,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores",Pessoal Administrativo,102.0,sim,0,não,sim,Masculino,não,28,não,0,6,11,3,13.0,0,0,6,15,1,12.0,0,7.6,2.6,0.32,Dropout
2787,Solteiro,1ª fase - Entrada geral,3,Gestão de Publicidade e Marketing,Diurno,Ensino médio,120.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",111.3,sim,0,não,sim,Masculino,não,19,não,0,5,7,3,11.333333333333334,0,0,5,7,4,11.0,0,9.4,-0.8,-3.12,Enrolled
2788,Solteiro,Maiores de 23 anos,1,Gestão de Publicidade e Marketing,Diurno,Ensino médio,148.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",130.9,não,0,sim,não,Masculino,não,24,não,0,6,12,0,0.0,0,0,6,9,0,0.0,0,10.8,1.4,1.74,Dropout
2789,Solteiro,Maiores de 23 anos,1,Animação e Design Multimédia,Diurno,Ensino médio,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",100.0,não,0,sim,sim,Masculino,sim,33,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
2790,Solteiro,2ª fase - Entrada geral,1,administração,Diurno,Ensino médio,115.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",112.9,sim,0,não,não,Masculino,não,19,não,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Dropout
2791,Solteiro,1ª fase - Entrada geral,1,Medicina Veterinária,Diurno,Ensino médio,120.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,112.7,não,0,não,sim,Masculino,não,19,não,0,6,7,6,14.857142857142858,0,0,6,8,6,14.142857142857142,0,11.1,0.6,2.02,Graduate
2792,Divorciado,Maiores de 23 anos,1,Serviço Social (noturno),Noturno,Ensino médio,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",143.0,não,0,não,sim,Masculino,não,37,não,3,9,13,8,12.0,0,2,7,8,7,11.571428571428571,0,12.7,3.7,-1.7,Graduate
2793,Solteiro,1ª fase - Entrada geral,1,Animação e Design Multimédia,Diurno,Ensino médio,168.0,Portugal,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,155.1,sim,0,sim,não,Masculino,sim,18,não,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate
2794,Divorciado,Maiores de 23 anos,1,administração (atendimento noturno),Noturno,Ensino médio,130.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,127.6,não,0,não,sim,Masculino,não,29,não,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Enrolled
2795,Casado,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino básico 2.º ciclo (6.º/7.º/8.º ano) ou equivalente,133.1,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,146.6,não,0,não,sim,Masculino,não,37,não,0,7,8,7,12.828571428571427,0,0,8,8,8,12.6875,0,13.9,-0.3,0.79,Graduate
2796,Solteiro,Maiores de 23 anos,1,Enfermagem,Diurno,Ensino médio,137.0,Portugal,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,141.0,não,0,não,sim,Masculino,não,36,não,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
2797,Solteiro,1ª fase - Entrada geral,2,Gestão de Publicidade e Marketing,Diurno,Ensino médio,123.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Básico 2.º Ciclo (6.º/7.º/8.º Ano) ou Equiv.,"Trabalhadores Qualificados da Indústria, Construção e Artesãos","Trabalhadores Qualificados da Indústria, Construção e Artesãos",120.6,sim,0,não,sim,Masculino,não,19,não,0,6,6,6,13.333333333333334,0,0,6,8,5,14.0,0,8.9,1.4,3.51,Graduate
2798,Solteiro,Transferência,1,Enfermagem,Diurno,Ensino médio,150.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Trabalhadores Não Qualificados,Técnicos e Profissões de Nível Intermediário,110.0,sim,0,não,sim,Masculino,sim,33,não,6,14,20,14,13.072857142857144,6,6,14,20,14,13.072857142857144,6,9.4,-0.8,-3.12,Graduate
2799,Solteiro,Transferência,1,Engenharia de software,Diurno,Ensino médio,120.0,Portugal,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,"Trabalhadores de Serviços Pessoais, Segurança e Proteção e Vendedores","Trabalhadores Qualificados da Indústria, Construção e Artesãos",108.6,não,0,não,não,Masculino,não,34,não,2,7,13,5,12.0,0,2,7,7,3,11.0,0,15.5,2.8,-4.06,Dropout
2800,Solteiro,1ª fase - Entrada geral,1,Turismo,Diurno,Ensino médio,145.0,Portugal,Ensino Superior - Bacharelado,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Técnicos e Profissões de Nível Intermediário,Instaladores e Operadores de Máquinas e Trabalhadores de Montagem,134.9,sim,0,não,sim,Feminino,não,18,não,0,6,6,6,15.5,0,0,6,6,6,16.0,0,12.4,0.5,1.79,Graduate
2801,Solteiro,Titulares de diploma de especialização tecnológica,1,Equinicultura,Diurno,Curso de especialização tecnológica,120.0,Portugal,Ensino Superior - Bacharelado,Ensino Secundário - 12.º Ano de Escolaridade ou Eq.,Especialistas em Atividades Intelectuais e Científicas,Pessoal Administrativo,120.0,sim,0,não,sim,Feminino,não,20,não,0,6,6,0,0.0,0,0,6,6,0,0.0,0,12.4,0.5,1.79,Dropout
2802,Solteiro,1ª fase - Entrada geral,1,Jornalismo e Comunicação,Diurno,Ensino médio,142.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Pessoal Administrativo,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",141.3,não,0,não,sim,Feminino,sim,19,não,0,6,7,6,14.714285714285714,0,0,6,6,6,15.166666666666666,0,13.9,-0.3,0.79,Graduate
2803,Solteiro,1ª fase - Entrada geral,3,Medicina Veterinária,Diurno,Ensino médio,147.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Representantes do Poder Legislativo e dos Órgãos Executivos, Diretores, Directores e Gerentes Executivos",135.6,sim,0,não,sim,Feminino,não,20,não,0,6,7,6,16.714285714285715,0,0,6,6,6,15.333333333333334,0,13.9,-0.3,0.79,Graduate
2804,Solteiro,1ª fase - Entrada geral,1,Serviço Social,Diurno,Ensino médio,125.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,121.5,sim,0,não,sim,Feminino,sim,19,não,0,6,9,6,10.857142857142858,0,0,6,7,6,11.666666666666666,0,12.4,0.5,1.79,Graduate
2805,Solteiro,1ª fase - Entrada geral,4,Enfermagem,Diurno,Ensino médio,126.0,Portugal,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,Trabalhadores Não Qualificados,125.0,sim,0,não,sim,Feminino,não,19,não,0,7,8,6,11.658333333333331,0,0,8,11,6,12.416666666666666,0,12.4,0.5,1.79,Graduate
2806,Solteiro,3ª fase - Entrada geral,2,Jornalismo e Comunicação,Diurno,Ensino médio,132.0,Guiné,Ensino básico 1º ciclo (4º/5º ano) ou equiv.,Ensino Básico 3º Ciclo (9º/10º/11º Ano) ou Equiv.,Trabalhadores Não Qualificados,"Trabalhadores Qualificados da Indústria, Construção e Artesãos",119.1,sim,0,não,sim,Feminino,sim,22,sim,0,6,8,5,11.6,0,0,6,7,6,12.0,0,9.4,-0.8,-3.12,Graduate
